Date Reported,Incident Site,JIV Date,Terrain,Cause,Estimated Spill Volume (bbl),Recovered Spill Volume (bbl),Clean-up Status,Comments,Photo,JIV Report
"Nov 24, 2019","14"" Okordia - Rumuekpe Pipeline at Ikarama","Nov 28, 2019",Swamp,Operational,107.0,26.0,"Spill was contained on 25 Nov 2019, recovery completed on 21 Dec 2019, assessment completed on 13 Mar 2020, clean-up and remediation planned to be completed in Mar 2023",-,Download,Download
"Nov 25, 2019","16"" Egbema-Assa Pipeline at Obile","Nov 27, 2019",Land,Sabotage,14.0,,"Recovery completed on 27 Nov 2019, assessment completed on 14 Feb 2020, clean-up and remediation completed on 30 Mar 2021, site certified on 04 Apr 2022, documentation completed on 03 Jun 2022",-,Download,Download
"Nov 26, 2019",6'' Well 121T Flowline at Youbebe,"Nov 28, 2019",Swamp,Operational,79.0,,"Recovery completed on 04 Dec 2019, assessment completed on 28 Mar 2022, clean-up and remediation not required, site certification planned to be completed in Dec 2022",-,Download,Download
"Nov 28, 2019","12"" ImoRiver2 - Ogale Pipeline at Odagwa","Nov 28, 2019",Land,Sabotage,3.0,1.9,"Recovery completed on 30 Nov 2019, assessment completed on 24 Nov 2022, clean-up and remediation not required, site certification planned to be completed in Mar 2023",-,Download,Download
"Nov 29, 2019","36"" Nkpoku - Bomu Pipeline at Rumuesara Eneka","Nov 29, 2019",Land,Sabotage,251.0,222.0,"Recovery completed on 01 Dec 2019, assessment completed on 09 Feb 2020, clean-up and remediation completed on 25 Feb 2021, site certified on 18 Mar 2022, documentation planned to be completed in Apr 2022",-,Download,Download
"Dec 04, 2019","8"" Nkali - Imo River 2 Pipeline at Nkali","Dec 06, 2019",Land,Sabotage,1.0,,"No recoverable oil found, assessment completed on 10 Feb 2021, clean-up and remediation not required, site certified on 15 Jul 2021, documentation planned to be completed in Jun 2022",-,Download,Download
"Dec 08, 2019","14"" Okordia - Rumuekpe Pipeline at Ikata","Dec 09, 2019",Land,Sabotage,80.0,65.0,"Recovery completed on 15 Dec 2019, assessment completed on 07 Jun 2021, clean-up and remediation completed on 12 Apr 2022, site certified on 17 Oct 2022, documentation completed on 21 Oct 2022",-,Download,Download
"Dec 09, 2019","20"" Kolocreek - Rumuekpe Pipeline at Odau (KM9)","Dec 11, 2019",Swamp,Sabotage,4.0,3.0,"Recovery completed on 22 Jan 2020, assessment completed on 19 Jul 2022, clean-up and remediation not required, site certification planned to be completed in Dec 2022",-,Download,Download
"Dec 10, 2019",6'' Tunu 3T Flowline at Egbemo-Angalabiri-Agbidiama,"Jan 30, 2020",Swamp,Sabotage,3.0,,"No recoverable oil found, assessment completed on 28 Jun 2021, clean-up and remediation not required, site certified on 21 Feb 2022, documentation completed on 22 Jul 2022",’The incident was reported on 10th December 2019. The affected well head was immediately shut in and the estimated spilled volume of 3 barrels contained. The Joint Investigation held on 30th January 2020 when necessary equipment required to safely transport personnel to the site had been procured. The Joint Investigation was concluded on the same day.’’,Download,Download
"Dec 11, 2019","20"" Kolocreek - Rumuekpe Pipeline at Odau (KP 19)","Dec 14, 2019",Swamp,Sabotage,3.0,,"No recoverable oil found, assessment completed on 06 Sep 2022, clean-up and remediation not required, site certification planned to be completed in Sep 2023",-,Download,Download
"Dec 12, 2019","18"" Assa - Rumuekpe Pipeline at Umudioga-Akpabu","Dec 12, 2019",Land,Sabotage,311.0,185.0,"Recovery completed on 17 Jan 2020, assessment completed on 26 Mar 2020, clean-up and remediation completed on 28 Dec 2021, site certified on 24 May 2022, documentation completed on 26 May 2022",-,Download,Download
"Dec 15, 2019","12"" Imo River1 - Ogale Pipeline at Umuololo","Dec 16, 2019",Land,Sabotage,3.0,2.0,"Recovery completed on 16 Dec 2019, assessment completed on 20 Dec 2022, clean-up and remediation not required, site certification planned to be completed in Mar 2023",-,Download,Download
"Dec 17, 2019","12"" Imo River2 - Ogale Pipeline at Umuololo","Dec 18, 2019",Land,Sabotage,0.2,,"No recoverable oil found, assessment completed on 11 Feb 2021, clean-up and remediation not required, site certification planned to be completed in Dec 2021",-,Download,Download
"Dec 18, 2019","18"" Assa - Rumuekpe Pipeline at Assa","Dec 19, 2019",Land,Sabotage,485.0,,"Recovery completed on 24 Dec 2019, assessment completed on 26 Feb 2020, clean-up and remediation completed on 15 Dec 2021, site certified on 07 Jul 2022, documentation planned to be completed in Sep 2022",-,Download,Download
"Dec 19, 2019",20'' Kolocreek - Rumuekpe Pipeline at Okporowo,"Dec 21, 2019",Land,Sabotage,151.0,,"Recovery completed on 15 Jan 2020, assessment completed on 31 Oct 2022, clean-up and remediation not required, site certification planned to be completed in Jun 2023",-,Download,Download
"Dec 26, 2019",Imo River Well 25S Flowline at Odagwa,"Dec 30, 2019",Land,Sabotage,0.6,,"Recovery completed on 30 Dec 2019, assessment completed on 27 Mar 2020, clean-up and remediation completed on 12 Jul 2020, site certified on 07 May 2021, documentation planned to be completed in Oct 2021",-,Download,Download
"Dec 27, 2019","8"" Nkali -ImoRiver 2 Pipeline at Odagwa","Dec 28, 2019",Land,Sabotage,12.0,,"Recovery completed on 28 Dec 2019, assessment completed on 02 Mar 2021, clean-up and remediation not required, site certification planned to be completed in Sep 2023",-,Download,Download
"Jan 02, 2020",20'' Trans - Escravos Pipeline at Ugboegungun,"Jan 05, 2020",Swamp,Sabotage,9.0,,"No recoverable oil found, assessment completed on 19 May 2022, clean-up and remediation not required, site certification planned to be completed in May 2023",-,Download,Download
"Jan 06, 2020",12'' Imo River1 - Ogale pipeline at Uzuaku,"Jan 07, 2020",Land,Sabotage,1.0,,"No recoverable oil found, assessment completed on 16 Mar 2020, clean-up and remediation completed on 20 Feb 2021, site certified on 15 Jul 2021, documentation completed on 17 Feb 2022",-,Download,Download
"Jan 11, 2020",4'' Umuechem Well 15S Flowline at Umuechem,"Jan 15, 2020",Land,Operational,0.5,,"No recoverable oil found, assessment completed on 14 Jul 2020, clean-up and remediation not required, site certified on 07 May 2021, documentation completed on 28 Jan 2022",-,Download,Download
"Jan 13, 2020","12"" Imo River-Ebubu Pipeline at Isietiti-Oha Owaza","Jan 14, 2020",Land,Sabotage,0.3,,"No recoverable oil found, assessment completed on 22 Dec 2022, clean-up and remediation not required, site certification planned to be completed in Jun 2023",-,Download,Download
"Jan 15, 2020","20"" Kolo Creek -Rumuekpe Pipeline at Rumuekpe.","Jan 17, 2020",Land,Sabotage,181.0,3.0,"Recovery completed on 17 Jan 2020, assessment completed on 06 Apr 2021, clean-up and remediation planned to be completed in Mar 2023",-,Download,Download
"Jan 15, 2020","8"" Agbada 2-Nkpoku Manifold at Igwuruta","Jan 16, 2020",Land,Sabotage,12.0,8.0,"Recovery completed on 16 Jan 2020, assessment completed on 02 Mar 2021, clean-up and remediation not required, site certified on 07 Jul 2022, documentation completed on 08 Jul 2022",-,Download,Download
"Jan 17, 2020","12"" Imo River1 - Ogale Pipeline at Umuololo","Jan 19, 2020",Land,Sabotage,3.0,,"No recoverable oil found, assessment completed on 10 Mar 2021, clean-up and remediation completed on 30 Dec 2021, site certification planned to be completed in Jun 2023",-,Download,Download
"Jan 17, 2020",4'' Kanbo 3L Flowline at Egbemo-Angalabiri-Agbidiama,"Jan 28, 2020",Swamp,Sabotage,2.0,1.2,"Recovery completed on 06 Feb 2020, assessment planned to be completed in Apr 2023",-,Download,Download
"Jan 18, 2020","12"" Imo River 1- Ebubu Pipeline at Ogale","Jan 19, 2020",Land,Sabotage,4.0,2.0,"Recovery completed on 19 Jan 2020, assessment completed on 29 Apr 2020, clean-up and remediation completed on 04 Mar 2022, site certified on 31 Mar 2022, documentation completed on 28 Apr 2022",-,Download,Download
"Jan 20, 2020","8"" ObIgbo North -New Elelenwa Pipeline at Umusonya","Jan 21, 2020",Land,Sabotage,28.0,25.0,"Recovery completed on 22 Jan 2020, assessment completed on 06 May 2020, clean-up and remediation completed on 16 Aug 2021, site certified on 07 Jul 2022, documentation planned to be completed in Sep 2022",-,Download,Download
"Jan 21, 2020","20"" Kolocreek -Rumuekpe Pipeline at Odau KM10","Jan 24, 2020",Land,Sabotage,247.0,207.0,"Recovery completed on 08 Feb 2020, assessment completed on 07 Jul 2022, clean-up and remediation not required, site certification planned to be completed in Jun 2023",-,Download,Download
"Jan 28, 2020",20'' New Kolocreek - Rumuekpe Pipeline at Oruma,"Jan 30, 2020",Land,Sabotage,57.0,3.5,"Recovery completed on 13 Feb 2020, assessment completed on 16 Mar 2021, clean-up and remediation not required, site certified on 28 Apr 2022, documentation completed on 10 May 2022",-,Download,Download
"Feb 06, 2020","12"" Imo River 2 - Ebubu Pipeline at Ogale","Feb 08, 2020",Land,Sabotage,17.0,15.0,"Recovery completed on 09 Feb 2020, assessment completed on 25 Mar 2020, clean-up and remediation completed on 04 Mar 2022, site certified on 31 Mar 2022, documentation completed on 28 Apr 2022",-,Download,Download
"Feb 11, 2020",14'' Okordia - Rumuekpe Pipeline at Ikata,"Feb 13, 2020",Land,Sabotage,473.0,454.0,"Recovery completed on 19 Feb 2020, assessment completed on 05 May 2021, clean-up and remediation completed on 12 Apr 2022, site certified on 06 Sep 2022, documentation planned to be completed in Dec 2022",-,Download,Download
"Feb 19, 2020",28'' Bomu - Bonny Pipeline at Bodo West,"Feb 20, 2020",Swamp,Sabotage,3.0,,"No recoverable oil found, assessment completed on 20 Feb 2020, clean-up and remediation planned to be completed in Nov 2022","Stated timeline for cleanup is as agreed between NAPIMS, DPR,NOSDRA,BODO and community representatives; to ensure effective/thorough clean-up and certification. The Bodo clean-up process is managed by an independent mediation committee (Bodo Mediation Initiative - BMI) comprising amongst others of representatives of; Federal /State Government regulators, Bodo Community and Coalition of NGOs.",Download,Download
"Feb 19, 2020","12"" Imo River 1 - Ogale Pipeline at Uzuaku","Feb 20, 2020",Land,Sabotage,3.0,,"No recoverable oil found, assessment completed on 22 Sep 2021, clean-up and remediation not required, site certified on 21 Dec 2022, documentation planned to be completed in Mar 2023",-,Download,Download
"Feb 23, 2020",14” Okordia – Rumuekpe Pipeline at Akalamini,"Feb 25, 2020",Swamp,Sabotage,904.0,894.0,"Recovery completed on 24 Mar 2020, assessment completed on 18 Jan 2021, clean-up and remediation completed on 25 May 2022, site certified on 17 Oct 2022, documentation completed on 21 Oct 2022",-,Download,Download
"Feb 24, 2020","24"" Ogale - Bomu Trans Niger Pipeline at Biara","Feb 25, 2020",Land,Sabotage,8.0,,"Recovery completed on 25 Feb 2020, assessment completed on 28 Apr 2021, clean-up and remediation completed on 19 May 2022, site certified on 30 Jun 2022, documentation completed on 12 Aug 2022",-,Download,Download
"Feb 26, 2020","36"" Nkpoku - Bomu Pipeline at Atali","Feb 27, 2020",Land,Sabotage,864.0,,"Recovery completed on 01 Mar 2020, assessment completed on 02 Jul 2021, clean-up and remediation completed on 30 Jun 2022, site certification planned to be completed in Sep 2022",-,Download,Download
"Feb 26, 2020",14” Okordia – Rumuekpe Pipeline at Akalamini,"Feb 26, 2020",Land,Sabotage,5.0,,"No recoverable oil found, assessment completed on 21 Jan 2021, clean-up and remediation completed on 25 May 2022, site certified on 17 Oct 2022, documentation completed on 21 Oct 2022",-,Download,Download
"Feb 26, 2020",14” Okordia – Rumuekpe Pipeline at Akalamini,"Feb 27, 2020",Land,Sabotage,0.7,,"No recoverable oil found, assessment completed on 24 Dec 2020, clean-up and remediation completed on 25 May 2022, site certified on 17 Oct 2022, documentation completed on 21 Oct 2022",-,Download,Download
"Feb 28, 2020",4'' Imo River Well 43T Flowline at Igiriukwu,"Mar 03, 2020",Land,Sabotage,1.0,,"No recoverable oil found, assessment completed on 01 Jan 2021, clean-up and remediation not required, site certification planned to be completed in Mar 2022",-,Download,Download
"Mar 05, 2020",Obele Flowstation at Obele,"Mar 10, 2020",Land,Operational,3.0,,"No recoverable oil found, assessment completed on 16 Jul 2020, clean-up and remediation completed on 11 Jun 2021, site certified on 14 Jun 2022, documentation planned to be completed in Jun 2022",-,Download,Download
"Mar 11, 2020",28'' Nkpoku - Ebubu Pipeline at Rumuowha - Eneka,"Mar 12, 2020",Land,Sabotage,2.0,1.0,"Recovery completed on 12 Mar 2020, assessment completed on 01 Dec 2020, clean-up and remediation completed on 20 Jul 2021, site certified on 10 May 2022, documentation planned to be completed in Jun 2022",-,Download,Download
"Mar 12, 2020","12"" Imo River2 - Ogale Pipeline at Umuololo","Mar 12, 2020",Land,Sabotage,3.0,,"Recovery completed on 14 Mar 2020, assessment completed on 11 Feb 2021, clean-up and remediation not required, site certification planned to be completed in Mar 2022",-,Download,Download
"Mar 16, 2020",20” KoloCreek Pipeline at Okporowo,"Mar 16, 2020",Land,Sabotage,3.0,,"Recovery completed on 16 Mar 2020, assessment completed on 06 Dec 2022, clean-up and remediation not required, site certification planned to be completed in May 2023",-,Download,Download
"Mar 16, 2020",4'' Etelebou Well 1S Flowline at Ogboloma,"Mar 18, 2020",Land,Operational,12.0,10.0,"Recovery completed on 27 Mar 2020, assessment completed on 31 Aug 2020, clean-up and remediation planned to be completed in Jun 2023",-,Download,Download
"Mar 17, 2020","12"" Oguta to Egbema Pipeline at Eziorsu","Mar 18, 2020",Land,Sabotage,150.0,94.0,"Recovery completed on 19 Mar 2020, assessment completed on 10 Jan 2022, clean-up and remediation not required, site certified on 02 Sep 2022, documentation planned to be completed in Sep 2022",-,Download,Download
"Mar 21, 2020",Old 20'' Kolocreek - Rumuekpe Pipeline at Odau (KP9),"Mar 21, 2020",Land,Sabotage,215.0,,"Recovery completed on 05 May 2020, assessment completed on 19 Jul 2022, clean-up and remediation not required, site certification planned to be completed in Dec 2022",-,Download,Download
"Mar 22, 2020",North Bank Central Processing Facility Conensate Delivery line at Obotobo,"Mar 25, 2020",Swamp,Operational,7.0,,"Recovery completed on 25 Mar 2020, assessment completed on 15 Mar 2021, clean-up and remediation not required, site certified on 01 Feb 2022, documentation completed on 09 Aug 2022",-,Download,Download
"Mar 25, 2020",28'' Nkpoku - Bomu Pipeline at Akpajo,"Mar 26, 2020",Land,Sabotage,136.0,,"Recovery completed on 26 Mar 2020, assessment completed on 12 Mar 2021, clean-up and remediation completed on 18 Nov 2022, site certified on 29 Dec 2022, documentation completed on 31 Jan 2023",-,Download,Download
"Mar 25, 2020","28"" Nkpoku - Bomu Pipeline at Eteo","Mar 26, 2020",Land,Sabotage,3.0,,"Recovery completed on 27 Mar 2020, assessment completed on 29 Aug 2021, clean-up and remediation planned to be completed in Nov 2022",-,Download,Download
"Mar 25, 2020","28"" Nkpoku - Bomu Pipeline at Rumuewhara","Mar 26, 2020",Land,Sabotage,4.0,,"Recovery completed on 26 Mar 2020, assessment completed on 14 Dec 2020, clean-up and remediation completed on 24 Nov 2021, site certified on 24 May 2022, documentation completed on 26 May 2022",-,Download,Download
"Mar 27, 2020",Nun River Well 13T Wellhead at Angiama,"Mar 28, 2020",Swamp,Operational,43.0,38.0,"Recovery completed on 15 Apr 2020, assessment completed on 10 Jan 2021, clean-up and remediation completed on 29 Apr 2021, site certified on 08 Dec 2021, documentation planned to be completed in Mar 2022",-,Download,Download
"Mar 27, 2020","16"" Egbema - Assa Pipeline at Umudike","Mar 30, 2020",Land,Sabotage,4.0,,"No recoverable oil found, assessment completed on 13 Dec 2021, clean-up and remediation not required, site certified on 14 Jun 2022, documentation completed on 10 Nov 2022",-,Download,Download
"Mar 30, 2020",Benisede well 24L Bean Box at Benisede,"Apr 25, 2020",Swamp,Operational,10.0,,"No recoverable oil found, assessment completed on 12 May 2022, clean-up and remediation not required, site certified on 16 Jan 2023, documentation planned to be completed in Mar 2023",-,Download,Download
"Mar 31, 2020","14"" Okordia Rumuekpe Pipeline at Akinima","Mar 31, 2020",Land,Operational,48.0,40.0,"Recovery completed on 15 Apr 2020, assessment completed on 09 Jan 2021, clean-up and remediation not required, site certified on 07 Jul 2022, documentation planned to be completed in Mar 2023",-,Download,Download
"Apr 03, 2020","12"" Oguta - Egbema Pipeline at Umunkwu","Apr 04, 2020",Land,Sabotage,460.0,,"Recovery completed on 13 Apr 2020, assessment completed on 28 Jun 2021, clean-up and remediation planned to be completed in Mar 2023",-,Download,Download
"Apr 06, 2020",28'' Bomu - Bonny Pipeline at Bodo,"Apr 06, 2020",Swamp,Sabotage,0.5,,"No recoverable oil found, assessment completed on 11 Nov 2020, clean-up and remediation planned to be completed in Nov 2022","Stated timeline for cleanup is as agreed between NAPIMS, DPR,NOSDRA,BODO and community representatives; to ensure effective/thorough clean-up and certification. The Bodo clean-up process is managed by an independent mediation committee (Bodo Mediation Initiative - BMI) comprising amongst others of representatives of; Federal /State Government regulators, Bodo Community and Coalition of NGOs.",Download,Download
"Apr 07, 2020",20'' Kolocreek - Rumuekpe Pipeline at Odau KM9,"Apr 09, 2020",Land,Sabotage,100.0,,"Recovery completed on 15 Apr 2020, assessment completed on 19 Jul 2022, clean-up and remediation not required, site certification planned to be completed in Dec 2022",-,Download,Download
"Apr 09, 2020",20'' Kolocreek - Rumuekpe Pipeline at Odau KM10,"Apr 09, 2020",Land,Sabotage,186.0,,"Recovery completed on 18 Apr 2020, assessment completed on 07 Jul 2022, clean-up and remediation not required, site certification planned to be completed in Jun 2023",-,Download,Download
"Apr 09, 2020",20'' Kolocreek - Rumuekpe Pipeline at Odau KM9,"Apr 09, 2020",Land,Sabotage,50.0,,"Recovery completed on 15 Apr 2020, assessment completed on 19 Jul 2022, clean-up and remediation not required, site certification planned to be completed in Dec 2022",-,Download,Download
"Apr 10, 2020",20'' Kolocreek - Rumuekpe Pipeline at Odau KM9.4,"Apr 11, 2020",Land,Sabotage,127.0,63.0,"Recovery completed on 20 May 2020, assessment completed on 19 Jul 2022, clean-up and remediation not required, site certification planned to be completed in Dec 2022",-,Download,Download
"Apr 12, 2020","18"" Assa - Rumuekpe Pipeline at Ochia-Awarra","Apr 14, 2020",Land,Sabotage,5.0,,"Recovery completed on 15 Apr 2020, assessment completed on 22 Apr 2021, clean-up and remediation not required, site certified on 02 Sep 2022, documentation planned to be completed in Jan 2023",-,Download,Download
"Apr 13, 2020","10"" Diebu Creek - NunRiver Pipeline at Osokama - Oporoma","Apr 15, 2020",Land,Sabotage,86.0,80.0,"Recovery completed on 24 May 2020, assessment completed on 13 Oct 2021, clean-up and remediation not required, site certified on 28 Apr 2022, documentation completed on 10 May 2022",-,Download,Download
"Apr 15, 2020","14"" Okordia-Rumuekpe Pipeline at Ihuowo","Apr 17, 2020",Land,Sabotage,37.0,31.0,"Recovery completed on 17 May 2020, assessment completed on 30 Mar 2021, clean-up and remediation completed on 26 May 2022, site certified on 21 Dec 2022, documentation planned to be completed in Mar 2023",-,Download,Download
"Apr 16, 2020",20” Rumuekpe – Nkpoku Pipeline at Ibaa,"Apr 17, 2020",Land,Sabotage,284.0,,"Recovery completed on 27 Sep 2020, assessment completed on 11 Jan 2021, clean-up and remediation planned to be completed in Dec 2022",-,Download,Download
"Apr 16, 2020","18"" Assa -Rumuekpe Pipeline at Ochia","Apr 16, 2020",Land,Sabotage,3.0,,"Recovery completed on 16 Apr 2020, assessment completed on 30 Apr 2021, clean-up and remediation completed on 11 Feb 2022, site certified on 07 Jul 2022, documentation completed on 31 Aug 2022",-,Download,Download
"Apr 17, 2020","14 "" Okordia-Rumuekpe Pipeline at Oshika","Apr 19, 2020",Swamp,Sabotage,154.0,,"Recovery completed on 17 May 2020, assessment completed on 17 Mar 2021, clean-up and remediation planned to be completed in Mar 2023",-,Download,Download
"Apr 20, 2020","16"" Tunu - Brasscreek Pipeline at Agbidiama","Apr 24, 2020",Swamp,Sabotage,2.0,,"Recovery completed on 12 May 2020, assessment completed on 02 Jun 2021, clean-up and remediation not required, site certified on 21 Feb 2022, documentation completed on 29 Apr 2022",-,Download,Download
"Apr 20, 2020","8"" Nkali-Imo River2 Pipeline at Odagwa","Apr 21, 2020",Land,Sabotage,0.7,,"No recoverable oil found, assessment completed on 05 Mar 2021, clean-up and remediation completed on 30 Dec 2021, site certified on 07 Jul 2022, documentation planned to be completed in Mar 2023",-,Download,Download
"Apr 22, 2020",12'' Imo River - Ogale Pipeline at Etitiuzo - Umuololo,"Apr 23, 2020",Land,Sabotage,8.0,,"Recovery completed on 23 Apr 2020, assessment completed on 07 Sep 2020, clean-up and remediation completed on 05 Aug 2021, site certification planned to be completed in Mar 2022",-,Download,Download
"Apr 22, 2020",Imo River Well 26 Flowline at Igiriukwu-Owaza,"Apr 24, 2020",Land,Sabotage,8.0,,"No recoverable oil found, assessment completed on 22 Jan 2021, clean-up and remediation not required, site certification planned to be completed in Dec 2021",-,Download,Download
"Apr 23, 2020","12"" Adibawa - Okordia Pipeline at Ikarama","Apr 25, 2020",Land,Sabotage,54.0,46.0,"Recovery completed on 25 May 2020, assessment completed on 16 Jan 2022, clean-up and remediation not required, site certified on 16 Jan 2023, documentation planned to be completed in Jun 2023",-,Download,Download
"Apr 26, 2020","14"" Okordia-Rumuekpe Pipeline at Edeoha","Apr 27, 2020",Land,Sabotage,20.0,,"No recoverable oil found, assessment completed on 25 Aug 2021, clean-up and remediation completed on 05 Apr 2022, site certified on 02 Sep 2022, documentation planned to be completed in Sep 2022",-,Download,Download
"Apr 30, 2020",12'' Imo River - Ogale Pipeline at Umuololo,"May 01, 2020",Land,Sabotage,30.0,,"Recovery completed on 01 May 2020, assessment completed on 19 Jan 2021, clean-up and remediation completed on 22 Jul 2021, site certified on 10 May 2022, documentation planned to be completed in Jun 2022",-,Download,Download
"May 01, 2020",28'' Nkpoku - Bomu Pipeline at B-Dere,"May 02, 2020",Land,Sabotage,16.0,,"No recoverable oil found, assessment completed on 25 Aug 2021, clean-up and remediation completed on 07 Nov 2022, site certified on 24 Jan 2023, documentation completed on 31 Jan 2023",-,Download,Download
"May 02, 2020",28'' Nkpoku - Bomu Pipeline at Elelenwo,"May 02, 2020",Land,Sabotage,60.0,,"Recovery completed on 03 May 2020, assessment completed on 11 Sep 2020, clean-up and remediation completed on 17 Jun 2021, site certified on 04 Apr 2022, documentation planned to be completed in May 2022",-,Download,Download
"May 03, 2020",14” Okordia – Rumuekpe Pipelin at Edeoha,"May 05, 2020",Land,Sabotage,8.0,,"Spill was contained on 04 May 2020, no recoverable oil found, assessment completed on 25 Aug 2021, clean-up and remediation completed on 26 May 2022, site certified on 17 Oct 2022, documentation completed on 21 Oct 2022",-,Download,Download
"May 03, 2020",16” Egbema – Assa Pipeline at Etekwuru,"May 07, 2020",Land,Sabotage,63.0,,"Spill was contained on 04 May 2020, recovery completed on 03 Dec 2020, assessment completed on 05 Jan 2021, clean-up and remediation planned to be completed in Mar 2023",-,Download,Download
"May 04, 2020",8” Nkali – Imo River Pipeline at Odagwa,"May 04, 2020",Land,Sabotage,1.0,,"No recoverable oil found, assessment completed on 14 Jan 2021, clean-up and remediation planned to be completed in Dec 2022",-,Download,Download
"May 05, 2020",4'' Imo River Well 55S Flowline at Igiriukwu,"May 05, 2020",Land,Sabotage,1.0,,"No recoverable oil found, assessment completed on 19 Feb 2021, clean-up and remediation not required, site certification planned to be completed in Mar 2022",-,Download,Download
"May 08, 2020",3'' AdibawaWell 6T Flowline Flange at Edagberi-Betterland,"May 12, 2020",Land,Operational,0.7,,"No recoverable oil found, assessment completed on 25 Nov 2021, clean-up and remediation not required, site certified on 26 May 2022, documentation completed on 26 May 2022",-,Download,Download
"May 09, 2020",4'' Bonny Well 10S Flowline Riser at Oloma,"May 25, 2020",Swamp,Operational,0.1,,"No recoverable oil found, assessment completed on 25 May 2020, clean-up and remediation not required, site certified on 28 Aug 2020, documentation completed on 26 Mar 2021",-,Download,Download
"May 27, 2020","20"" Kolocreek - Rumuekpe Pipeline at Aminigboko","May 30, 2020",Land,Sabotage,3.0,,"Recovery completed on 07 Jun 2020, assessment completed on 20 Mar 2021, clean-up and remediation not required, site certified on 14 Jun 2022, documentation completed on 21 Jun 2022",-,Download,Download
"May 28, 2020",4'' Kanbo Well 5L Flowline at Tunu,"Jun 04, 2020",Swamp,Sabotage,0.03,,"No recoverable oil found, assessment completed on 04 Jun 2020, clean-up and remediation not required, site certified on 10 Nov 2020, documentation completed on 26 Mar 2021",-,Download,Download
"May 30, 2020",12'' ImoRiver 2 - Ogale Pipeline at KomKom,"May 31, 2020",Land,Sabotage,2.0,,"Recovery completed on 31 May 2020, assessment completed on 15 Sep 2021, clean-up and remediation not required, site certified on 07 Jul 2022, documentation planned to be completed in Mar 2023",-,Download,Download
"Jun 01, 2020",28'' Bomu - Bonny Pipeline at Owokiri,"Jun 02, 2020",Swamp,Sabotage,0.04,,"No recoverable oil found, assessment completed on 05 Oct 2020, clean-up and remediation not required, site certified on 15 Jul 2021, documentation completed on 17 Feb 2022",-,Download,Download
"Jun 04, 2020","14"" Okordia - Rumuekpe Pipeline at Edeoha","Jun 06, 2020",Land,Sabotage,23.0,,"Recovery completed on 12 Jun 2020, assessment completed on 16 Mar 2021, clean-up and remediation completed on 05 Apr 2022, site certified on 02 Sep 2022, documentation planned to be completed in Sep 2022",-,Download,Download
"Jun 05, 2020","14"" Okordia-Rumuekpe Pipeline at Ula-Ikata","Jun 07, 2020",Swamp,Sabotage,20.0,19.0,"Recovery completed on 23 Jun 2020, assessment completed on 04 Mar 2021, clean-up and remediation completed on 07 Apr 2022, site certified on 17 Oct 2022, documentation completed on 21 Oct 2022",-,Download,Download
"Jun 06, 2020","28"" Nkpoku - Bomu Pipeline at Rumuowha","Jun 07, 2020",Land,Sabotage,3.0,,"Recovery completed on 07 Jun 2020, assessment completed on 01 Dec 2020, clean-up and remediation completed on 20 Jul 2021, site certified on 10 May 2022, documentation completed on 22 Jul 2022",-,Download,Download
"Jun 07, 2020","New 20"" Kolocreek - Rumuekpe Pipeline at Odau KP15.3","Jun 09, 2020",Land,Sabotage,326.0,72.0,"Recovery completed on 04 Sep 2020, assessment completed on 05 Apr 2022, clean-up and remediation not required, site certification planned to be completed in Jun 2023",-,Download,Download
"Jun 08, 2020",12'' Imo River - Ogale Pipeline at Umuololo,"Jun 09, 2020",Land,Sabotage,53.0,,"Recovery completed on 10 Jun 2020, assessment completed on 04 Jan 2021, clean-up and remediation completed on 15 Nov 2021, site certification planned to be completed in Mar 2023",-,Download,Download
"Jun 08, 2020",12'' Imo River - Ogale Pipeline at Umuololo,"Jun 09, 2020",Land,Sabotage,66.0,,"Recovery completed on 10 Jun 2020, assessment completed on 20 Dec 2022, clean-up and remediation not required, site certification planned to be completed in Mar 2023",-,Download,Download
"Jun 10, 2020","28"" Bomu - Bonny Pipeline at Kpor","Jun 11, 2020",Land,Sabotage,31.0,,"Recovery completed on 14 Jun 2020, assessment planned to be completed in Apr 2022",As a result of constant re-pollution of the site by artisanal refining and crude oil theft activities it was agreed that the Hydrocarbon Pollution Remediation Project (HYPREP) will manage the site as part of their wider Ogoniland remediation. The site will be handed over to HYPREP upon commencement of their swamp remediation programs.,Download,Download
"Jun 13, 2020","New 20"" Kolocreek - Rumuekpe Pipeline at Okoma 1","Jun 14, 2020",Land,Sabotage,655.0,,"Recovery completed on 14 Jul 2020, assessment completed on 02 Apr 2021, clean-up and remediation planned to be completed in Mar 2023",-,Download,Download
"Jun 15, 2020","36"" Nkpoku - Ogale Pipeline at Rumuokwurusi","Jun 20, 2020",Land,Sabotage,6.0,,"No recoverable oil found, assessment completed on 28 Jun 2021, clean-up and remediation not required, site certified on 18 Mar 2022, documentation planned to be completed in Apr 2022",-,Download,Download
"Jun 15, 2020","14"" Okordia - Rumuekpe Pipeline at Edeoha","Jun 18, 2020",Land,Sabotage,13.0,10.0,"Recovery completed on 13 Dec 2020, assessment completed on 12 Feb 2021, clean-up and remediation completed on 13 May 2022, site certified on 02 Sep 2022, documentation planned to be completed in Mar 2023",-,Download,Download
